rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
1988,https://boardgamegeek.com/boardgame/92666/hegemonic,92666,Hegemonic,2,6,180,180,180,2013,6.99649,5.99771,471,//cf.geekdo-images.com/images/pic1819022.jpg,13,"Area Control / Area Influence, Hand Management, Modular Board, Simultaneous Action Selection, Tile Placement",1305,"Civilization, Economic, Science Fiction, Space Exploration",Oliver Kiley,3.6531
1989,https://boardgamegeek.com/boardgame/109969/mutant-meeples,109969,Mutant Meeples,2,7,45,45,45,2012,6.72269,5.99752,638,//cf.geekdo-images.com/images/pic1434137.jpg,8,"Grid Movement, Modular Board, Variable Player Powers",1133,"Puzzle, Real-time",Ted Alspach,2.4884
1990,https://boardgamegeek.com/boardgame/187680/quests-valeria,187680,Quests of Valeria,1,5,45,20,45,2017,7.15024,5.9973,425,//cf.geekdo-images.com/images/pic3402652.png,14,"Card Drafting, Hand Management, Set Collection",1522,"Card Game, Fantasy",Isaias Vallejo,1.8333
1991,https://boardgamegeek.com/boardgame/22287/buccaneer,22287,Buccaneer,3,5,30,30,30,2006,6.29521,5.9966,1540,//cf.geekdo-images.com/images/pic134519.jpg,8,"Auction/Bidding, Memory",1907,Pirates,Stefan Dorra,1.5805
1992,https://boardgamegeek.com/boardgame/110524/goblins-inc,110524,"Goblins, Inc.",2,4,60,60,60,2012,6.52864,5.99603,880,//cf.geekdo-images.com/images/pic1415862.jpg,13,"Dice Rolling, Partnerships, Tile Placement",1349,"Dice, Fantasy, Industry / Manufacturing",Filip Neduk,2.3385
1993,https://boardgamegeek.com/boardgame/22457/axis-allies-battle-bulge,22457,Axis & Allies: Battle of the Bulge,2,2,180,180,180,2006,6.73739,5.99599,703,//cf.geekdo-images.com/images/pic290688.jpg,12,"Area Movement, Dice Rolling",1560,"Wargame, World War II","Larry Harris, Jr.",2.6437
1994,https://boardgamegeek.com/boardgame/30/dark-tower,30,Dark Tower,1,4,90,90,90,1981,6.6435,5.99596,1052,//cf.geekdo-images.com/images/pic204975.jpg,10,"Area Movement, Press Your Luck",1276,"Adventure, Electronic, Exploration, Fantasy, Fighting","Roger Burten, Alan Coleman, Vincent A. A. J. Erato",1.8182
1995,https://boardgamegeek.com/boardgame/33643/whoowasit,33643,Whoowasit?,2,4,45,30,45,2007,6.88668,5.99574,515,//cf.geekdo-images.com/images/pic940605.jpg,6,"Co-operative Play, Dice Rolling",945,"Animals, Children's Game, Deduction, Electronic, Fantasy",Reiner Knizia,1.4286
1996,https://boardgamegeek.com/boardgame/17394/burning-blue,17394,The Burning Blue,2,2,300,300,300,2006,7.6304,5.99553,307,//cf.geekdo-images.com/images/pic112323.jpg,12,"Dice Rolling, Hex-and-Counter",1036,"Aviation / Flight, Wargame, World War II",Lee Brimmicombe-Wood,4.043
1997,https://boardgamegeek.com/boardgame/29285/case-blue,29285,Case Blue,1,2,0,0,0,2007,8.18369,5.99498,250,//cf.geekdo-images.com/images/pic206547.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",624,"Wargame, World War II",Dean Essig,4.5821
1998,https://boardgamegeek.com/boardgame/125050/pay-dirt,125050,Pay Dirt,2,5,90,90,90,2014,6.90771,5.99461,511,//cf.geekdo-images.com/images/pic1829538.jpg,13,"Auction/Bidding, Card Drafting, Worker Placement",975,"Environmental, Industry / Manufacturing",Tory Niemann,2.5778
1999,https://boardgamegeek.com/boardgame/3893/full-thrust,3893,Full Thrust,2,6,120,120,120,1992,7.24278,5.99448,394,//cf.geekdo-images.com/images/pic11172.jpg,12,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",654,"Miniatures, Science Fiction, Wargame",Jon M. Tuffley,2.629
2000,https://boardgamegeek.com/boardgame/550/barbarossa,550,Barbarossa,3,4,60,60,60,1988,6.40958,5.99428,1242,//cf.geekdo-images.com/images/pic1152337.jpg,12,"Betting/Wagering, Roll / Spin and Move",2047,"Deduction, Fantasy, Humor, Party Game, Word Game",Klaus Teuber,1.5564
2001,https://boardgamegeek.com/boardgame/3263/ukraine-43,3263,Ukraine '43,2,4,360,360,360,2000,7.75182,5.99273,269,//cf.geekdo-images.com/images/pic56390.jpg,12,Hex-and-Counter,1045,"Wargame, World War II","Tony Curtis, Mark Simonitch",3.439
2002,https://boardgamegeek.com/boardgame/293/bamboleo,293,Bamboleo,2,7,30,30,30,1996,6.40795,5.99253,1170,//cf.geekdo-images.com/images/pic665201.jpg,6,Press Your Luck,1148,"Action / Dexterity, Party Game",Jacques Zeimet,1.2022
2003,https://boardgamegeek.com/boardgame/185123/ascension-dreamscape,185123,Ascension: Dreamscape,1,4,60,30,60,2015,7.84864,5.9924,258,//cf.geekdo-images.com/images/pic3180363.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",594,"Card Game, Fantasy","John Fiorillo, Justin Gary",2.3
2004,https://boardgamegeek.com/boardgame/184522/dead-last,184522,Dead Last,6,12,90,10,90,2016,6.69792,5.99237,702,//cf.geekdo-images.com/images/pic3021686.jpg,14,"Simultaneous Action Selection, Take That, Voting",1473,"Bluffing, Card Game, Negotiation, Party Game","Matthew Grosso, Andy Patton",1.25
2005,https://boardgamegeek.com/boardgame/19184/lectio,19184,Lectio,3,5,20,20,20,2004,6.87797,5.99234,519,//cf.geekdo-images.com/images/pic1539491.png,8,Hand Management,530,none,Thomas H. Jung,1.9333
2006,https://boardgamegeek.com/boardgame/174524/saloon-tycoon,174524,Saloon Tycoon,2,4,60,30,60,2016,7.38714,5.99206,381,//cf.geekdo-images.com/images/pic2895004.jpg,12,"Action Point Allowance System, Tile Placement",835,American West,Robert Couch,2.2857
2007,https://boardgamegeek.com/boardgame/188866/incomodos-invitados,188866,Incómodos Invitados,2,8,75,45,75,2016,7.8843,5.99148,270,//cf.geekdo-images.com/images/pic3476000.png,12,"Card Drafting, Hand Management, Trading",401,"Card Game, Deduction, Humor, Movies / TV / Radio theme, Murder/Mystery",Ron Gonzalo García,2.2222
2008,https://boardgamegeek.com/boardgame/154259/province,154259,Province,2,2,25,25,25,2014,6.41666,5.99121,1084,//cf.geekdo-images.com/images/pic1920775.png,13,Worker Placement,2752,City Building,Samuel Strick,1.825
2009,https://boardgamegeek.com/boardgame/9028/tongiaki-journey-unknown,9028,Tongiaki: Journey into the Unknown,2,6,45,45,45,2004,6.22912,5.99109,2166,//cf.geekdo-images.com/images/pic38692.jpg,10,"Area Control / Area Influence, Point to Point Movement, Tile Placement",2520,"Exploration, Nautical, Transportation",Thomas Rauscher,1.957
2010,https://boardgamegeek.com/boardgame/128664/timeline,128664,Timeline,2,8,15,15,15,2012,6.48943,5.99102,934,//cf.geekdo-images.com/images/pic1387296.jpg,8,none,1113,"Card Game, Educational, Trivia",Frédéric Henry,1.2041
2011,https://boardgamegeek.com/boardgame/66081/pocket-battles-elves-vs-orcs,66081,Pocket Battles: Elves vs. Orcs,2,2,20,20,20,2010,6.6739,5.99044,728,//cf.geekdo-images.com/images/pic719281.jpg,8,Dice Rolling,1935,"Fantasy, Wargame","Paolo Mori, Francesco Sirocchi",2.0429
2012,https://boardgamegeek.com/boardgame/17804/dungeons-dragons-basic-game,17804,Dungeons & Dragons Basic Game,2,5,90,90,90,2004,6.74579,5.9904,668,//cf.geekdo-images.com/images/pic1151129.jpg,12,"Co-operative Play, Dice Rolling, Modular Board, Role Playing",1513,"Adventure, Exploration, Fantasy, Fighting",Jonathan Tweet,3.0351
2013,https://boardgamegeek.com/boardgame/12140/stalingrad-pocket-ii,12140,Stalingrad Pocket II,2,2,180,180,180,1996,7.31748,5.99026,371,//cf.geekdo-images.com/images/pic435242.jpg,15,Hex-and-Counter,1108,"Wargame, World War II",Dean Essig,2.6452
2014,https://boardgamegeek.com/boardgame/152757/doodle-quest,152757,Doodle Quest,1,4,15,15,15,2014,6.86902,5.99023,506,//cf.geekdo-images.com/images/pic1901355.jpg,6,Line Drawing,925,"Action / Dexterity, Children's Game","Laurent Escoffier, David Franck",1.0952
2015,https://boardgamegeek.com/boardgame/68820/enemy-action-ardennes,68820,Enemy Action: Ardennes,1,2,600,0,600,2015,8.75802,5.989,187,//cf.geekdo-images.com/images/pic2727233.jpg,0,"Campaign / Battle Card Driven, Chit-Pull System, Hex-and-Counter",786,"Wargame, World War II",John H. Butterfield,4.0256
2016,https://boardgamegeek.com/boardgame/4211/stonewall-jacksons-way,4211,Stonewall Jackson's Way,1,2,180,180,180,1992,7.53329,5.98798,310,//cf.geekdo-images.com/images/pic195080.jpg,12,Hex-and-Counter,906,"American Civil War, Wargame",Joseph M. Balkoski,3.38
2017,https://boardgamegeek.com/boardgame/156/wildlife-adventure,156,Wildlife Adventure,2,6,60,60,60,1985,6.89756,5.98753,516,//cf.geekdo-images.com/images/pic561132.jpg,10,"Point to Point Movement, Route/Network Building",750,"Animals, Exploration, Transportation","Wolfgang Kramer, Ursula Kramer",1.8772
2018,https://boardgamegeek.com/boardgame/71021/evolution-origin-species,71021,Evolution: The Origin of Species,2,4,60,30,60,2010,6.3621,5.9875,1394,//cf.geekdo-images.com/images/pic1048340.jpg,12,"Dice Rolling, Hand Management",1825,"Animals, Card Game, Dice","Dmitry Knorre, Sergey Machin",2.069
2019,https://boardgamegeek.com/boardgame/6542/lock-n-load-forgotten-heroes-vietnam,6542,Lock 'n Load: Forgotten Heroes ? Vietnam,2,2,60,60,60,2003,7.46431,5.98711,339,//cf.geekdo-images.com/images/pic2565018.jpg,12,Hex-and-Counter,936,"Vietnam War, Wargame",Mark H. Walker,3.0698
2020,https://boardgamegeek.com/boardgame/6539/formula-de-mini,6539,Formula Dé Mini,2,6,60,60,60,2003,6.51547,5.98693,867,//cf.geekdo-images.com/images/pic30278.jpg,8,"Press Your Luck, Roll / Spin and Move",1007,"Racing, Sports","Laurent Lavaur, Eric Randall",1.7405
2021,https://boardgamegeek.com/boardgame/63170/1817,63170,1817,3,7,540,360,540,2010,8.70848,5.98674,165,//cf.geekdo-images.com/images/pic2342476.jpg,16,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",174,"Economic, Trains, Transportation","Craig Bartell, Tim Flowers",4.7368
2022,https://boardgamegeek.com/boardgame/21287/bison-thunder-prairie,21287,Bison: Thunder on the Prairie,2,4,90,90,90,2006,6.39099,5.98609,1151,//cf.geekdo-images.com/images/pic509244.jpg,10,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Modular Board, Tile Placement",1884,"American West, Animals, Territory Building","Michael Kiesling, Wolfgang Kramer",2.7255
2023,https://boardgamegeek.com/boardgame/57163/gonzaga,57163,Gonzaga,2,4,60,30,60,2009,6.61062,5.98601,755,//cf.geekdo-images.com/images/pic594433.jpg,8,"Area Control / Area Influence, Hand Management, Route/Network Building, Simultaneous Action Selection, Tile Placement",1013,"Age of Reason, City Building, Renaissance",Guglielmo Duccoli,2.4691
2024,https://boardgamegeek.com/boardgame/105187/mil-1049,105187,MIL (1049),2,5,120,60,120,2011,6.75894,5.98553,602,//cf.geekdo-images.com/images/pic1103828.jpg,12,"Area Control / Area Influence, Auction/Bidding, Worker Placement",1009,Medieval,Firmino Martínez,3.8667
2025,https://boardgamegeek.com/boardgame/181260/burano,181260,Burano,2,4,120,90,120,2015,6.8996,5.98549,505,//cf.geekdo-images.com/images/pic2599157.jpg,12,"Area Control / Area Influence, Pick-up and Deliver, Set Collection",879,City Building,"Yu-Chen Tseng, Eros Lin",3.5769
2026,https://boardgamegeek.com/boardgame/150146/rattlebones,150146,Rattlebones,2,4,30,15,30,2014,6.67331,5.9851,644,//cf.geekdo-images.com/images/pic2399765.jpg,14,"Deck / Pool Building, Dice Rolling, Modular Board, Roll / Spin and Move",1076,Dice,Stephen Glenn,1.54
2027,https://boardgamegeek.com/boardgame/170199/solarius-mission,170199,Solarius Mission,2,4,150,60,150,2016,7.60871,5.98469,271,//cf.geekdo-images.com/images/pic3138497.jpg,12,"Action / Movement Programming, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers",474,"Civilization, Dice, Economic, Exploration, Science Fiction","Michael Keller (II), Andreas ""ode."" Odendahl",3.9048
2028,https://boardgamegeek.com/boardgame/2290/ghosts,2290,Ghosts!,2,2,15,15,15,1980,6.37759,5.98466,1169,//cf.geekdo-images.com/images/pic242969.jpg,6,"Grid Movement, Secret Unit Deployment",1520,"Bluffing, Children's Game, Horror",Alex Randolph,1.3193
2029,https://boardgamegeek.com/boardgame/4529/hellas,4529,Hellas,2,2,60,45,60,2002,6.23065,5.98452,1933,//cf.geekdo-images.com/images/pic178402.jpg,12,"Area Control / Area Influence, Hand Management, Tile Placement",3035,"Ancient, Mythology",Franz-Benno Delonge,2.0531
2030,https://boardgamegeek.com/boardgame/135116/rent-hero,135116,Rent a Hero,3,5,30,20,30,2012,6.42936,5.98422,1003,//cf.geekdo-images.com/images/pic2932852.jpg,8,"Hand Management, Set Collection",2111,"Bluffing, Card Game, Fantasy",Kuro,1.54
2031,https://boardgamegeek.com/boardgame/1036/speculation,1036,Speculation,3,6,45,45,45,1992,6.77355,5.98418,568,//cf.geekdo-images.com/images/pic1550439.jpg,10,"Commodity Speculation, Dice Rolling, Stock Holding",863,Economic,Dirk Henn,2
2032,https://boardgamegeek.com/boardgame/213893/yamatai,213893,Yamataï,2,4,80,40,80,2017,7.52028,5.98404,335,//cf.geekdo-images.com/images/pic3357724.jpg,13,"Modular Board, Route/Network Building",635,Mythology,"Bruno Cathala, Marc Paquien",3.0909
2033,https://boardgamegeek.com/boardgame/13532/guderians-blitzkrieg-ii,13532,Guderian's Blitzkrieg II,2,2,4500,4500,4500,2001,8.05415,5.98383,231,//cf.geekdo-images.com/images/pic960573.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",863,"Wargame, World War II",Dean Essig,4.3846
2034,https://boardgamegeek.com/boardgame/32838/battle-normandy,32838,The Battle for Normandy,2,8,240,240,240,2009,7.83244,5.98381,262,//cf.geekdo-images.com/images/pic622048.jpg,0,"Dice Rolling, Hex-and-Counter, Simulation",887,"Wargame, World War II",Danny Holte,3.7778
2035,https://boardgamegeek.com/boardgame/3230/tyros,3230,Tyros,3,4,90,90,90,2002,6.52337,5.9837,828,//cf.geekdo-images.com/images/pic174318.jpg,10,Trading,1210,"Ancient, Civilization, Nautical, Negotiation",Martin Wallace,2.4712
2036,https://boardgamegeek.com/boardgame/195372/krazy-wordz,195372,Krazy Wordz,3,7,45,45,0,2016,7.56359,5.98367,302,//cf.geekdo-images.com/images/pic2982657.jpg,16,Simultaneous Action Selection,578,"Party Game, Word Game","Dirk Baumann, Thomas Odenhoven, Matthias Schmitt",1.1111
2037,https://boardgamegeek.com/boardgame/92120/atlantis-rising,92120,Atlantis Rising,2,6,60,60,60,2012,6.5878,5.98365,755,//cf.geekdo-images.com/images/pic1347094.jpg,13,"Co-operative Play, Dice Rolling, Press Your Luck, Variable Player Powers, Worker Placement",1064,"Ancient, Civilization, Mythology",Galen Ciscell,2.5818
2038,https://boardgamegeek.com/boardgame/22198/great-wall-china,22198,Great Wall of China,2,5,30,30,30,2006,6.22956,5.98358,1801,//cf.geekdo-images.com/images/pic145572.jpg,10,"Area Control / Area Influence, Hand Management",2331,Card Game,Reiner Knizia,1.8708
2039,https://boardgamegeek.com/boardgame/163474/v-commandos,163474,V-Commandos,1,4,180,30,180,2016,8.33011,5.98308,275,//cf.geekdo-images.com/images/pic2693130.jpg,12,"Co-operative Play, Modular Board",583,"Spies/Secret Agents, Wargame, World War II",Thibaud de la Touanne,2.6923
2040,https://boardgamegeek.com/boardgame/1459/sharp-shooters,1459,Sharp Shooters,2,6,10,10,10,1994,6.42787,5.98259,1034,//cf.geekdo-images.com/images/pic471474.jpg,10,"Dice Rolling, Press Your Luck",1785,Dice,"Jeffrey Breslow, Howard J. Morrison, Rouben Terzian",1.2523
2041,https://boardgamegeek.com/boardgame/2381/scattergories,2381,Scattergories,2,6,30,30,30,1988,6.12741,5.98243,5917,//cf.geekdo-images.com/images/pic1466155.jpg,12,"Dice Rolling, Paper-and-Pencil",9960,"Party Game, Real-time, Word Game",(Uncredited),1.4171
2042,https://boardgamegeek.com/boardgame/196202/rum-bones-second-tide,196202,Rum & Bones: Second Tide,2,6,75,30,75,2017,8.19253,5.98213,241,//cf.geekdo-images.com/images/pic2945727.jpg,14,"Action / Movement Programming, Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers",1119,"Dice, Fantasy, Humor, Miniatures, Nautical, Pirates, Zombies",Michael Shinall,2.875
2043,https://boardgamegeek.com/boardgame/96704/fealty,96704,Fealty,2,4,30,30,30,2011,6.79247,5.98213,551,//cf.geekdo-images.com/images/pic1085190.png,0,"Area Control / Area Influence, Area Enclosure, Hand Management, Modular Board, Simultaneous Action Selection",861,"Abstract Strategy, Medieval, Territory Building",R. Eric Reuss,2.4595
2044,https://boardgamegeek.com/boardgame/17651/under-lily-banners,17651,Under the Lily Banners,2,2,300,300,300,2005,7.68795,5.98178,269,//cf.geekdo-images.com/images/pic368814.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",855,"Pike and Shot, Wargame",Ben Hull,3.5962
2045,https://boardgamegeek.com/boardgame/19/wacky-wacky-west,19,Wacky Wacky West,2,4,45,30,45,1991,6.31132,5.9812,1459,//cf.geekdo-images.com/images/pic786075.jpg,9,"Tile Placement, Voting",2400,"American West, Bluffing, City Building",Klaus Teuber,1.8467
2046,https://boardgamegeek.com/boardgame/24843/graenaland,24843,Graenaland,3,5,90,90,90,2006,6.73887,5.98068,600,//cf.geekdo-images.com/images/pic150184.jpg,12,"Modular Board, Partnerships, Voting",710,"Civilization, Medieval",Vlaada Chvátil,3.0123
2047,https://boardgamegeek.com/boardgame/153999/and-then-we-held-hands,153999,"...and then, we held hands.",2,2,45,30,45,2015,6.39752,5.98002,1101,//cf.geekdo-images.com/images/pic2621938.jpg,12,"Co-operative Play, Hand Management, Point to Point Movement",2739,"Card Game, Print & Play","David Chircop, Yannick Massa",1.7317
2048,https://boardgamegeek.com/boardgame/357/excape,357,Excape,3,6,30,30,30,1998,6.30864,5.9799,1349,//cf.geekdo-images.com/images/pic440763.jpg,8,"Dice Rolling, Press Your Luck",1238,"Dice, Racing",Reiner Knizia,1.1486
2049,https://boardgamegeek.com/boardgame/177354/frostgrave,177354,Frostgrave,2,8,120,60,120,2015,8.10578,5.97973,268,//cf.geekdo-images.com/images/pic2570660.jpg,12,"Action Point Allowance System, Dice Rolling, Role Playing, Variable Player Powers",714,"Dice, Fantasy, Fighting, Miniatures",Joseph McCullough,2.7692
2050,https://boardgamegeek.com/boardgame/205045/avenue,205045,Avenue,1,10,15,15,15,2016,7.0901,5.97952,405,//cf.geekdo-images.com/images/pic3113106.jpg,8,"Line Drawing, Route/Network Building",718,"Farming, Transportation","Eilif Svensson, Kristian Amundsen Østby",1.5
2051,https://boardgamegeek.com/boardgame/2998/reds-russian-civil-war-1918-1921,2998,Reds! The Russian Civil War 1918-1921,1,2,360,360,360,2001,7.24361,5.97945,371,//cf.geekdo-images.com/images/pic38284.jpg,12,"Chit-Pull System, Hex-and-Counter",1130,"Civil War, Wargame",Ted Raicer,3.0161
2052,https://boardgamegeek.com/boardgame/9825/early-american-chrononauts,9825,Early American Chrononauts,1,6,45,45,45,2004,6.62995,5.97916,767,//cf.geekdo-images.com/images/pic1919173.jpg,11,Modular Board,1753,"American Civil War, Card Game, Educational, Political, Science Fiction",Andrew Looney,1.8571
2053,https://boardgamegeek.com/boardgame/119337/aeroplanes-aviation-ascendant,119337,Aeroplanes: Aviation Ascendant,3,5,120,120,120,2012,6.68408,5.97877,639,//cf.geekdo-images.com/images/pic1221593.jpg,14,"Area Control / Area Influence, Card Drafting, Dice Rolling, Point to Point Movement, Route/Network Building",933,"Aviation / Flight, Economic, Transportation",Martin Wallace,2.9342
2054,https://boardgamegeek.com/boardgame/14080/mighty-endeavor,14080,The Mighty Endeavor,1,2,360,360,360,2005,7.41043,5.97873,322,//cf.geekdo-images.com/images/pic436512.jpg,12,"Dice Rolling, Hex-and-Counter",1074,"Wargame, World War II","Tim Armstrong, Dean Essig, Steve Newhouse",2.8667
2055,https://boardgamegeek.com/boardgame/142325/kobayakawa,142325,Kobayakawa,3,6,15,15,15,2013,6.38469,5.97862,1097,//cf.geekdo-images.com/images/pic2299549.jpg,9,Betting/Wagering,1745,"Card Game, Deduction, Number",Jun Sasaki,1.2206
2056,https://boardgamegeek.com/boardgame/172546/parfum,172546,Parfum,2,4,45,45,45,2015,6.60508,5.97848,766,//cf.geekdo-images.com/images/pic2448514.jpg,8,"Card Drafting, Dice Rolling, Set Collection",1613,"Industry / Manufacturing, Renaissance","Marco Ruskowski, Marcel Süßelbeck",2.102
2057,https://boardgamegeek.com/boardgame/32114/merchants,32114,Merchants,2,4,30,30,30,2007,6.59789,5.97811,714,//cf.geekdo-images.com/images/pic743228.jpg,12,"Hand Management, Trading",1024,"Card Game, Economic, Nautical",Reiner Knizia,1.7263
2058,https://boardgamegeek.com/boardgame/148291/trieste,148291,Trieste,3,3,25,25,25,2013,6.76632,5.97795,579,//cf.geekdo-images.com/images/pic1791231.jpg,13,"Hand Management, Simultaneous Action Selection, Take That, Variable Player Powers",823,"Bluffing, Card Game, Renaissance",Matthew Ma,2.2069
2059,https://boardgamegeek.com/boardgame/4258/totaler-krieg,4258,Totaler Krieg!,2,3,360,360,360,1999,7.52845,5.97792,310,//cf.geekdo-images.com/images/pic20360.jpg,12,"Action / Movement Programming, Dice Rolling, Hex-and-Counter, Simulation",625,"Wargame, World War II","Alan Emrich, Steve Kosakowski",4.0448
2060,https://boardgamegeek.com/boardgame/7929/dungeons-dragons-miniatures,7929,Dungeons & Dragons Miniatures,2,2,60,60,60,2003,6.52533,5.97654,994,//cf.geekdo-images.com/images/pic125019.jpg,12,"Dice Rolling, Role Playing",1577,"Adventure, Collectible Components, Fantasy, Fighting, Miniatures","Skaff Elias, Rob Heinsoo, Jonathan Tweet",2.5678
2061,https://boardgamegeek.com/boardgame/65200/asteroyds,65200,Asteroyds,2,6,30,30,30,2010,6.42339,5.97648,998,//cf.geekdo-images.com/images/pic744492.jpg,10,"Action / Movement Programming, Dice Rolling, Grid Movement, Modular Board, Partnerships, Player Elimination, Set Collection, Simultaneous Action Selection, Variable Player Powers",1565,"Racing, Real-time, Science Fiction, Space Exploration","Guillaume Blossier, Frédéric Henry",2.1781
2062,https://boardgamegeek.com/boardgame/193739/jorvik,193739,Jórvík,2,5,90,45,90,2016,6.93849,5.97638,474,//cf.geekdo-images.com/images/pic3144425.jpg,10,"Auction/Bidding, Worker Placement",1112,none,Stefan Feld,2.7778
2063,https://boardgamegeek.com/boardgame/29581/tomb,29581,Tomb,1,6,90,90,90,2008,6.35201,5.97634,1287,//cf.geekdo-images.com/images/pic295554.jpg,12,"Dice Rolling, Modular Board, Secret Unit Deployment",1581,"Adventure, Exploration, Fantasy, Fighting, Medieval",John Zinser,2.6313
2064,https://boardgamegeek.com/boardgame/206940/carcassonne-amazonas,206940,Carcassonne: Amazonas,2,5,35,35,35,2016,7.33652,5.97627,326,//cf.geekdo-images.com/images/pic3147391.png,8,Tile Placement,880,none,Klaus-Jürgen Wrede,2.1429
2065,https://boardgamegeek.com/boardgame/6281/eketorp,6281,Eketorp,3,6,60,45,60,2003,6.37246,5.97597,1155,//cf.geekdo-images.com/images/pic1175189.jpg,8,"Action / Movement Programming, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Worker Placement",1518,"Bluffing, Fighting, Medieval",Dirk Henn,2.0764
2066,https://boardgamegeek.com/boardgame/75789/mai-star,75789,Mai-Star,3,6,30,30,30,2010,6.55941,5.97588,807,//cf.geekdo-images.com/images/pic1745564.jpg,14,"Hand Management, Variable Player Powers",1327,Card Game,Seiji Kanai,1.8936
2067,https://boardgamegeek.com/boardgame/8829/nobody-perfect,8829,Nobody is Perfect,3,10,45,45,45,1992,6.92761,5.97583,498,//cf.geekdo-images.com/images/pic129425.jpg,14,none,761,"Bluffing, Humor, Party Game, Trivia, Word Game",Bertram Kaes,1.6757
2068,https://boardgamegeek.com/boardgame/713/nuclear-war,713,Nuclear War,2,6,60,60,60,1965,6.21832,5.97581,2520,//cf.geekdo-images.com/images/pic1488707.jpg,10,"Action / Movement Programming, Take That",3416,"Card Game, Modern Warfare, Negotiation, Political",Douglas Malewicki,1.4487
2069,https://boardgamegeek.com/boardgame/756/black-vienna,756,Black Vienna,3,6,60,60,60,1987,7.03381,5.97571,412,//cf.geekdo-images.com/images/pic1734204.jpg,10,Paper-and-Pencil,439,"Card Game, Deduction, Spies/Secret Agents",Gilbert Obermair,2.5833
2070,https://boardgamegeek.com/boardgame/140457/ultimate-werewolf-inquisition,140457,Ultimate Werewolf: Inquisition,3,12,60,30,60,2013,6.63925,5.97538,718,//cf.geekdo-images.com/images/pic1616566.jpg,8,"Partnerships, Role Playing, Variable Player Powers, Voting",1425,"Deduction, Horror, Murder/Mystery",Legend Dan Hoffman,1.641
2071,https://boardgamegeek.com/boardgame/191004/my-first-stone-age,191004,My First Stone Age,2,4,15,15,15,2016,6.83481,5.97513,530,//cf.geekdo-images.com/images/pic2830962.jpg,5,"Memory, Set Collection",1232,"Children's Game, Memory, Prehistoric",Marco Teubner,1.125
2072,https://boardgamegeek.com/boardgame/156266/apex-theropod-deck-building-game,156266,Apex Theropod Deck-Building Game,1,6,290,45,290,2015,7.39852,5.97504,338,//cf.geekdo-images.com/images/pic3466209.jpg,14,Deck / Pool Building,789,"Animals, Card Game, Prehistoric",Herschel Hoffmeyer,2.9565
2073,https://boardgamegeek.com/boardgame/40531/cosmic-encounter,40531,Cosmic Encounter,2,4,60,60,60,2000,6.4088,5.97478,1096,//cf.geekdo-images.com/images/pic455213.jpg,0,Variable Player Powers,2093,"Bluffing, Card Game, Science Fiction","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka",2.3176
2074,https://boardgamegeek.com/boardgame/130792/enchanted-tower,130792,The Enchanted Tower,2,4,25,15,25,2012,6.86508,5.97465,502,//cf.geekdo-images.com/images/pic2303487.jpg,5,"Dice Rolling, Roll / Spin and Move",994,"Bluffing, Children's Game, Dice, Fantasy","Inka Brand, Markus Brand",1.1818
2075,https://boardgamegeek.com/boardgame/2539/urland,2539,Urland,3,5,90,90,90,2001,6.58957,5.97348,704,//cf.geekdo-images.com/images/pic194451.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Variable Player Powers",1030,Prehistoric,"Doris Matthäus, Frank Nestel",2.5634
2076,https://boardgamegeek.com/boardgame/545/kaleidos,545,Kaleidos,2,12,60,60,60,1994,6.74532,5.97346,571,//cf.geekdo-images.com/images/pic2981516.png,10,Pattern Recognition,737,Party Game,"Spartaco Albertarelli, Marianna Fulvi, Elena Prette, Angelo Zucca",1.2791
2077,https://boardgamegeek.com/boardgame/116858/noah,116858,Noah,2,5,30,30,30,2012,6.54963,5.97309,829,//cf.geekdo-images.com/images/pic3483889.jpg,7,Hand Management,1294,"Animals, Card Game","Bruno Cathala, Ludovic Maublanc",1.3571
2078,https://boardgamegeek.com/boardgame/38032/byzanz,38032,Byzanz,3,6,45,45,45,2008,6.57584,5.97297,710,//cf.geekdo-images.com/images/pic375934.jpg,8,Auction/Bidding,860,"Ancient, Arabian, Card Game, Economic",Emanuele Ornella,1.6081
2079,https://boardgamegeek.com/boardgame/24565/magical-athlete,24565,Magical Athlete,4,5,60,60,60,2002,6.49941,5.97265,851,//cf.geekdo-images.com/images/pic2695208.jpg,9,"Card Drafting, Roll / Spin and Move, Variable Player Powers",983,"Fantasy, Racing, Sports",Takashi Ishida,1.3117
